Id,Predicted
1,0
2,1
3,0
4,0
5,0
6,1
7,0
8,1
9,0
10,0
11,1
12,0
13,1
14,0
15,1
16,1
17,0
18,0
19,1
20,0
21,1
22,0
23,0
24,0
25,0
26,0
27,0
28,1
29,0
30,1
31,0
32,0
33,0
34,1
35,0
36,0
37,0
38,1
39,1
40,0
41,0
42,0
43,1
44,0
45,0
46,0
47,0
48,0
49,1
50,0
51,1
52,0
53,1
54,0
55,0
56,0
57,0
58,1
59,1
60,0
61,0
62,0
63,0
64,0
65,1
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,1
75,0
76,1
77,1
78,0
79,0
80,0
81,0
82,1
83,0
84,0
85,0
86,0
87,1
88,0
89,1
90,1
91,0
92,0
93,0
94,0
95,0
96,1
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,1
105,0
106,1
107,0
108,0
109,0
110,0
111,0
112,0
113,1
114,0
115,0
116,1
117,1
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,1
126,1
127,0
128,0
129,0
130,1
131,0
132,1
133,0
134,0
135,0
136,1
137,0
138,0
139,1
140,0
141,0
142,0
143,1
144,0
145,0
146,0
147,0
148,1
149,0
150,1
151,0
152,0
153,0
154,0
155,0
156,1
157,0
158,0
159,1
160,0
161,0
162,1
163,1
164,1
165,0
166,0
167,0
168,1
169,0
170,1
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,1
180,0
181,0
182,0
183,0
184,0
185,0
186,1
187,1
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,1
199,1
200,0
201,0
202,1
203,0
204,1
205,0
206,0
207,1
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,1
218,0
219,1
220,0
221,0
222,0
223,0
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,0
235,0
236,0
237,1
238,0
239,0
240,0
241,0
242,1
243,0
244,0
245,0
246,1
247,0
248,0
249,0
250,0
251,1
252,0
253,0
254,1
255,1
256,0
257,1
258,1
259,1
260,0
261,0
262,0
263,1
264,0
265,0
266,0
267,1
268,1
269,0
270,1
271,0
272,0
273,0
274,1
275,1
276,1
277,0
278,1
279,1
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,1
288,0
289,0
290,1
291,0
292,1
293,0
294,1
295,1
296,0
297,0
298,0
299,0
300,0
301,1
302,1
303,1
304,1
305,0
306,1
307,1
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,1
319,0
320,1
321,0
322,0
323,0
324,1
325,0
326,0
327,0
328,0
329,1
330,1
331,1
332,0
333,0
334,0
335,1
336,0
337,0
338,0
339,1
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,1
350,0
351,1
352,1
353,0
354,0
355,0
356,1
357,0
358,0
359,0
360,0
361,0
362,0
363,1
364,0
365,0
366,0
367,1
368,1
369,0
370,0
371,1
372,0
373,0
374,1
375,1
376,1
377,1
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,1
386,0
387,1
388,0
389,1
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,1
399,1
400,0
401,1
402,0
403,0
404,1
405,1
406,1
407,0
408,0
409,1
410,0
411,0
412,0
413,1
414,0
415,0
416,0
417,0
418,0
419,1
