Id,Predicted
1,0
2,0
3,1
4,1
5,0
6,0
7,0
8,0
9,1
10,1
11,0
12,1
13,1
14,0
15,0
16,0
17,1
18,1
19,1
20,1
21,1
22,0
23,0
24,1
25,0
26,0
27,0
28,1
29,1
30,1
31,1
32,0
33,0
34,0
35,1
36,0
37,0
38,0
39,0
40,0
41,1
42,1
43,1
44,0
45,0
46,0
47,0
48,0
49,1
50,0
51,1
52,1
53,0
54,0
55,0
56,1
57,1
58,1
59,1
60,0
61,0
62,0
63,0
64,0
65,0
66,1
67,1
68,0
69,0
70,0
71,0
72,0
73,1
74,1
75,1
76,1
77,1
78,0
79,0
80,0
81,0
82,1
83,0
84,0
85,1
86,0
87,0
88,1
89,1
90,1
91,0
92,0
93,0
94,0
95,1
96,1
97,1
98,0
99,1
100,0
101,0
102,1
103,1
104,0
105,1
106,0
107,0
108,1
109,0
110,0
111,1
112,0
113,1
114,0
115,0
116,1
117,0
118,0
119,1
120,0
121,0
122,1
123,1
124,0
125,1
126,1
127,0
128,1
129,0
130,1
131,0
132,0
133,0
134,0
135,1
136,0
137,1
138,0
139,0
140,0
141,1
142,1
143,0
144,0
145,1
146,1
147,1
148,0
149,0
150,1
151,1
152,1
153,0
154,1
155,0
156,1
157,0
158,0
159,1
160,0
161,1
162,1
163,0
164,0
165,0
166,0
167,0
168,1
169,0
170,0
171,0
172,0
173,0
174,1
175,0
176,1
177,0
178,0
179,0
180,1
181,1
182,1
183,1
184,1
185,1
186,0
187,1
188,0
189,0
190,1
191,0
192,0
193,0
194,0
195,0
196,1
197,0
198,0
199,1
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,1
209,1
210,1
211,0
212,0
213,0
214,1
215,0
216,1
217,0
218,1
219,0
220,0
221,0
222,1
223,1
224,0
225,0
226,1
227,1
228,1
229,1
230,1
231,1
232,0
233,0
234,0
235,1
236,1
237,1
238,1
239,1
240,1
241,0
242,0
243,0
244,0
245,1
246,1
247,0
248,1
249,1
250,1
251,0
252,1
253,1
254,1
255,0
256,1
257,1
258,1
259,0
260,1
261,0
262,0
263,0
264,0
265,0
266,1
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,1
