Id,Predicted
1,1
2,1
3,1
4,1
5,0
6,1
7,0
8,1
9,0
10,1
11,0
12,1
13,1
14,0
15,0
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,0
24,1
25,1
26,0
27,0
28,1
29,0
30,1
31,0
32,0
33,1
34,0
35,1
36,1
37,0
38,1
39,1
40,1
41,1
42,0
43,0
44,1
45,0
46,1
47,1
48,1
49,1
50,1
51,0
52,0
53,1
54,0
55,0
56,1
57,1
58,1
59,1
60,0
61,1
62,1
63,1
64,1
65,0
66,0
67,1
68,0
69,0
70,0
71,0
72,1
73,1
74,1
75,0
76,0
77,0
78,1
79,1
80,1
81,0
82,0
83,1
84,1
85,1
86,1
87,1
88,0
89,1
90,0
91,1
92,0
93,0
94,0
95,1
96,1
97,1
98,0
99,1
100,0
101,0
102,0
103,1
104,1
105,0
106,1
107,0
108,1
109,0
110,1
111,1
112,0
113,1
114,0
115,0
116,0
117,0
118,1
119,1
120,1
121,0
122,0
123,0
124,1
125,1
126,1
127,0
128,1
129,0
130,0
131,1
132,0
133,1
134,0
135,0
136,0
137,0
138,1
139,1
140,0
141,0
142,1
143,1
144,1
145,0
146,0
147,0
148,0
149,1
150,0
151,0
152,1
153,1
154,0
155,1
156,0
157,0
158,1
159,0
160,0
161,1
162,0
163,0
164,0
165,1
166,1
167,1
168,1
169,1
170,1
171,0
172,0
173,0
174,1
175,0
176,0
177,0
178,1
179,0
180,1
181,0
182,0
183,0
184,1
185,0
186,0
187,1
188,0
189,0
190,1
191,0
192,0
193,1
194,0
195,1
196,1
197,1
198,1
199,0
200,0
201,0
202,1
203,0
204,1
205,0
206,1
207,0
208,1
209,1
210,1
211,0
212,1
213,0
214,1
215,0
216,1
217,1
218,1
219,0
220,0
221,0
222,1
223,0
224,0
225,0
226,1
227,1
228,0
229,1
230,1
231,1
232,0
233,1
234,0
235,0
236,0
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,1
252,1
253,0
254,0
255,1
256,0
257,1
258,1
259,0
260,0
261,0
262,0
263,1
264,0
265,0
266,1
267,1
268,0
269,0
270,0
271,0
272,0
273,1
274,0
275,0
276,1
277,0
278,1
279,0
280,0
281,0
282,1
283,1
284,0
285,0
286,1
287,0
288,1
289,0
290,0
291,1
292,0
293,0
294,1
295,0
296,0
297,1
298,0
299,0
300,1
301,1
302,1
303,0
304,1
305,0
306,1
307,1
308,0
309,0
310,1
311,0
312,0
313,1
314,1
315,1
316,0
317,0
318,1
319,0
320,0
321,1
322,0
323,0
324,0
325,0
326,0
327,1
328,0
329,0
330,1
331,0
332,1
333,0
334,1
335,0
336,1
337,1
338,1
339,1
340,1
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,1
349,0
350,1
351,1
352,1
353,0
354,1
355,1
356,1
357,0
358,1
359,1
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,1
374,0
375,1
376,0
377,0
378,0
379,1
380,1
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,1
389,0
390,1
391,0
392,0
393,1
394,0
395,0
396,1
397,0
398,0
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,0
407,0
408,1
409,1
410,0
411,0
412,1
413,0
414,0
415,1
416,0
417,0
418,0
419,1
420,0
421,0
422,0
423,0
424,1
425,1
426,0
427,0
428,1
429,1
430,0
431,0
432,0
433,0
434,0
435,0
436,1
437,0
438,0
439,1
440,1
441,1
442,1
443,0
444,1
445,0
446,0
447,1
448,0
449,0
450,0
451,1
452,0
453,1
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,1
464,0
465,0
466,1
467,1
468,1
469,1
470,0
471,1
472,0
473,1
474,0
475,0
476,1
477,0
478,0
479,1
480,0
481,0
482,0
483,0
484,0
485,1
486,0
487,0
488,1
489,0
490,1
491,0
492,0
493,0
494,1
495,1
496,1
497,0
498,0
499,1
500,1
501,0
502,0
503,1
504,1
505,1
506,0
507,0
508,1
509,0
510,1
511,1
512,0
513,0
514,1
515,1
516,1
517,0
518,1
519,1
520,1
521,1
522,0
523,0
524,0
525,0
526,0
527,1
528,1
529,0
530,1
531,1
532,1
533,1
534,0
535,1
536,0
537,0
538,0
539,0
540,1
541,0
542,0
543,1
544,0
545,1
546,1
547,1
548,1
549,0
550,0
551,1
552,1
553,1
554,1
555,0
556,0
557,0
558,1
559,0
560,1
561,1
562,0
563,0
564,1
565,0
566,0
567,1
568,0
569,1
570,0
571,0
572,1
573,0
574,0
575,0
576,1
577,0
578,0
579,1
580,1
581,0
582,1
583,1
584,1
585,1
586,0
587,0
588,1
589,0
590,0
591,0
592,1
593,1
594,1
595,0
596,1
597,1
598,1
599,0
600,0
601,1
