Id,Predicted
1,1
2,1
3,1
4,1
5,0
6,1
7,0
8,1
9,1
10,0
11,0
12,1
13,1
14,1
15,1
16,0
17,0
18,0
19,0
20,1
21,1
22,1
23,0
24,1
25,0
26,1
27,0
28,1
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,1
37,1
38,1
39,1
40,0
41,0
42,1
43,1
44,0
45,1
46,1
47,0
48,0
49,1
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,1
59,1
60,0
61,1
62,0
63,1
64,1
65,0
66,1
67,1
68,0
69,0
70,0
71,0
72,1
73,0
74,1
75,0
76,0
77,1
78,0
79,0
80,0
81,1
82,0
83,1
84,0
85,0
86,0
87,0
88,1
89,0
90,0
91,1
92,1
93,0
94,1
95,0
96,1
97,1
98,1
99,0
100,1
101,1
102,0
103,1
104,1
105,0
106,1
107,1
108,0
109,1
110,1
111,1
112,0
113,1
114,0
115,0
116,0
117,1
118,1
119,1
120,1
121,1
122,1
123,0
124,1
125,1
126,0
127,1
128,1
129,1
130,0
131,1
132,1
133,1
134,1
135,0
136,1
137,0
138,1
139,0
140,1
141,1
142,1
143,1
144,1
145,0
146,0
147,1
148,1
149,0
150,0
151,0
152,1
153,1
154,1
155,0
156,0
157,0
158,1
159,0
160,0
161,0
162,0
163,0
164,1
165,0
166,1
167,1
168,0
169,1
170,0
171,1
172,0
173,0
174,0
175,1
176,1
177,1
178,1
179,1
180,0
181,0
182,1
183,0
184,0
185,0
186,1
187,0
188,1
189,1
190,1
191,0
192,1
193,1
194,0
195,1
196,1
197,1
198,1
199,1
200,0
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,1
217,1
218,0
219,1
220,0
221,0
222,0
223,0
224,0
225,0
226,1
227,1
228,0
229,1
230,1
231,0
232,1
233,1
234,1
235,0
236,1
237,1
238,1
239,0
240,1
241,0
242,1
243,1
244,1
245,1
246,1
247,0
248,0
249,1
250,1
251,1
252,0
253,0
254,0
255,1
256,1
257,0
258,1
259,1
260,0
261,0
262,0
263,0
264,1
265,0
266,0
267,1
268,1
269,0
270,0
271,0
272,1
273,1
274,1
275,1
276,1
277,1
278,0
279,0
280,0
281,0
282,0
283,1
284,1
285,0
286,0
287,1
288,0
289,0
290,1
291,1
292,0
293,1
294,1
295,0
296,0
297,0
298,1
299,0
300,1
301,1
302,0
303,0
304,1
305,1
306,1
307,0
308,1
309,0
310,1
311,0
312,1
313,0
314,1
315,0
316,1
317,1
318,0
319,0
320,0
321,1
322,0
323,0
324,0
325,0
326,1
327,1
328,1
329,0
330,0
331,1
332,1
333,0
334,1
335,1
336,0
337,1
338,1
339,0
340,0
341,1
342,1
343,1
344,0
345,0
346,1
347,0
348,1
349,0
350,0
351,1
352,1
353,1
354,0
355,1
356,0
357,0
358,1
359,1
360,1
361,0
362,0
363,1
364,0
365,0
366,1
367,1
368,1
369,0
370,1
371,1
372,0
373,0
374,1
375,0
376,0
377,0
378,1
379,0
380,1
381,1
382,1
383,0
384,0
385,0
386,1
387,1
388,0
389,1
390,0
391,1
392,0
393,1
394,1
395,0
396,1
397,0
398,0
399,1
400,1
401,1
402,0
403,1
404,1
405,1
406,1
407,0
408,1
409,0
410,1
411,0
412,0
413,0
414,1
415,0
416,0
417,0
418,0
419,1
420,1
421,1
422,1
423,0
424,1
425,0
426,1
427,0
428,1
429,0
430,1
431,1
432,0
433,1
434,1
435,1
436,1
437,1
438,0
439,1
440,0
441,0
442,0
443,0
444,0
445,1
446,0
447,1
448,1
449,1
450,1
451,1
452,1
453,0
454,1
455,0
456,0
457,0
458,1
459,0
460,1
461,0
462,0
463,0
464,1
465,1
466,1
467,0
468,0
469,1
470,0
471,1
472,0
473,1
474,1
475,0
476,0
477,1
478,1
479,1
480,0
481,1
482,0
483,1
484,1
485,1
486,0
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,0
496,1
497,1
498,0
499,1
500,1
501,0
502,0
503,1
504,0
505,1
506,1
507,0
508,0
509,0
510,0
511,0
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,0
521,1
522,0
523,1
524,0
525,1
526,1
527,1
528,0
529,0
530,0
531,1
532,0
533,1
534,0
535,1
536,0
537,1
538,1
539,0
540,1
541,1
542,1
543,0
544,1
545,1
546,0
547,1
548,0
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,0
558,0
559,0
560,0
561,1
562,1
563,1
564,1
565,0
566,1
567,1
568,1
569,1
570,1
571,0
572,0
573,1
574,1
575,1
576,1
577,0
578,1
579,0
580,1
581,0
582,1
583,1
584,1
585,1
586,1
587,0
588,0
589,0
590,1
591,1
592,0
593,1
594,0
595,1
596,1
597,1
598,0
599,0
600,0
601,1
