Id,Predicted
0,0
2,0
5,0
6,0
12,1
16,1
22,0
24,0
27,1
33,0
39,0
45,0
48,0
50,0
54,0
57,1
69,0
75,1
77,0
78,1
79,0
80,0
81,0
82,1
86,1
87,1
89,0
91,0
92,0
93,0
94,1
95,0
96,0
99,0
106,0
108,1
110,0
111,0
115,0
116,0
120,0
126,0
128,1
133,1
135,0
136,1
139,0
142,0
144,1
145,1
147,0
148,0
150,1
151,0
156,0
159,0
163,0
167,0
171,0
172,0
176,0
177,0
182,1
184,0
188,0
190,0
191,0
193,0
199,1
200,1
201,0
204,0
206,0
207,0
210,0
211,1
212,0
214,0
219,1
220,0
222,0
223,0
224,0
225,0
229,0
231,0
233,0
234,0
235,1
238,0
241,0
242,0
249,0
251,1
258,0
259,1
260,0
261,0
263,0
267,0
270,0
274,0
275,0
276,1
282,1
284,0
285,0
291,0
292,0
296,1
298,0
304,0
306,0
310,0
311,0
315,0
318,0
319,0
320,1
321,1
323,0
324,0
325,1
327,0
329,0
332,0
334,0
338,0
341,1
345,0
346,0
347,0
350,1
351,0
352,0
356,1
359,0
360,1
363,0
366,0
367,1
368,1
369,0
370,0
371,0
372,1
377,1
385,0
387,0
388,1
389,1
390,1
391,0
393,1
396,0
404,0
405,0
408,0
411,0
413,1
415,0
419,0
421,0
426,0
428,0
429,1
430,0
434,0
437,0
442,0
444,0
445,0
447,1
449,0
451,1
452,0
456,0
457,0
458,1
463,0
464,0
468,0
471,0
475,1
477,0
481,1
483,0
486,1
491,1
493,0
494,1
495,1
496,0
498,0
499,0
500,1
501,0
505,0
506,0
508,0
509,0
510,1
512,1
518,1
520,0
523,0
524,0
525,1
526,0
527,0
528,0
533,1
535,0
537,0
541,1
548,0
549,0
554,1
555,0
556,0
557,0
558,0
559,0
561,0
563,1
564,0
566,0
567,0
570,0
574,1
577,1
579,0
580,0
588,0
602,0
606,1
609,1
610,0
612,0
617,0
621,0
625,1
630,1
633,1
636,0
637,0
638,0
641,0
645,0
646,1
652,1
653,1
656,1
658,0
664,0
666,0
671,0
673,1
678,0
680,0
681,0
685,0
687,0
689,0
690,0
693,1
694,0
697,0
701,0
704,0
706,0
710,0
712,0
714,1
716,0
717,0
718,1
719,0
720,1
721,1
725,0
727,0
728,1
730,1
731,0
733,1
737,0
741,1
742,1
751,0
752,1
755,0
756,1
761,0
762,0
766,0
773,0
776,1
777,0
778,0
783,0
785,0
787,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
799,1
803,0
807,0
811,1
812,0
813,0
814,0
817,1
818,1
820,0
824,0
825,0
826,0
829,0
834,0
840,0
841,0
842,1
844,0
845,1
846,0
850,0
853,0
855,0
856,0
857,1
861,0
862,0
863,0
865,0
867,0
870,1
871,1
872,0
877,0
887,1
893,1
894,0
895,0
899,0
900,1
902,0
903,1
904,0
906,1
907,0
908,0
909,1
910,0
912,0
918,1
919,1
920,1
921,0
924,0
927,0
931,0
932,0
933,0
936,0
938,0
940,0
944,0
949,0
953,0
955,0
965,0
970,0
972,0
973,1
974,0
975,0
976,1
977,0
980,1
981,0
982,1
984,0
985,0
986,0
988,0
989,0
995,0
996,0
997,0
998,0
999,0
1003,0
1004,1
1006,0
1009,0
1010,0
1014,1
1019,0
1021,0
1022,0
1024,0
1025,0
1029,1
1031,1
1032,1
1034,0
1037,0
1039,0
1045,1
1046,0
1049,1
1051,1
1054,0
1055,1
1058,1
1059,1
1062,0
1065,0
1071,0
1073,0
1074,0
1076,1
1078,1
1080,0
1083,1
1087,1
1088,0
1094,0
1097,1
1098,0
1103,0
1108,1
1117,0
1118,0
1119,0
1123,0
1125,1
1128,0
